R2_test,R2_val,RMSE_test,MAE_test,Exactitud_exacta,Exactitud_tolerancia,EVS_test,n_features,train_samples,val_samples,test_samples
0.44600776965442357,0.4493434683905053,0.9712434474123143,0.68026298634097,0.5127406742838043,0.7932993816572992,0.44602229552980166,10,341072,113691,113691
